cell,domain,s,reuse,pattern,breadth,realized_selectivity,union_share,n_queries,A,B,C,CBO,D,O,D_plus,optimal,regret_D,regret_CBO,regret_D_plus,regret_C,regret_A,regret_B,C_over_A,C_over_B,D_over_CBO,D_over_O,A_over_O,B_over_O,union_rows,semantic_rows_A,semantic_rows_B,semantic_rows_C,semantic_rows_D,tokens_A,tokens_D,switches_D,plan_hist_D,p95_A,p95_D
finproc|s1|r50|PRED_SHARED|c1,finproc,1,50,PRED_SHARED,1,0.0097,0.0097,50,1.91916,0.932725,0.022652,0.041227,0.041227,0.022652,0.041227,C,0.81999,0.81999,0.81999,0.0,83.72327,40.17609,0.0118,0.0243,1.0,1.82,84.7233,41.1761,97,10000,4850,97,194,751080,14646,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
finproc|s1|r50|PRED_SHARED|c2,finproc,1,50,PRED_SHARED,2,0.0097,0.0097,50,4.49432,2.18155,0.047706,0.091257,0.091257,0.047706,0.091257,C,0.9129,0.9129,0.9129,0.0,93.2083,44.72886,0.0106,0.0219,1.0,1.9129,94.2083,45.7289,194,20000,9700,194,388,1692160,32978,1,"{""EAGER"": 0, ""LATE_PERSIST"": 49, ""PER_QUERY"": 1}",13.4,13.4
finproc|s1|r50|PRED_SHARED|c4,finproc,1,50,PRED_SHARED,4,0.0097,0.0097,50,9.54464,4.6307,0.096844,0.189378,0.189378,0.096844,0.189378,C,0.95549,0.95549,0.95549,0.0,97.55645,46.81588,0.0101,0.0209,1.0,1.9555,98.5564,47.8159,388,40000,19400,388,776,3664320,71388,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
finproc|s1|r50|PRED_DISTINCT|c1,finproc,1,50,PRED_DISTINCT,1,0.01003,0.3945,50,1.91916,0.960495,0.759675,0.808165,0.808165,0.759675,0.808165,C,0.06383,0.06383,0.06383,0.0,1.52629,0.26435,0.3958,0.7909,1.0,1.0638,2.5263,1.2644,3945,10000,5015,3945,4203,751080,315810,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1723.95
finproc|s1|r50|PRED_DISTINCT|c2,finproc,1,50,PRED_DISTINCT,2,0.01003,0.3945,50,4.49432,2.247981,1.775719,1.876813,1.876813,1.775719,1.876813,C,0.05693,0.05693,0.05693,0.0,1.53099,0.26596,0.3951,0.7899,1.0,1.0569,2.531,1.266,7890,20000,10030,7890,8346,1692160,706473,17,"{""EAGER"": 0, ""LATE_PERSIST"": 37, ""PER_QUERY"": 13}",13.4,4094.5
finproc|s1|r50|PRED_DISTINCT|c4,finproc,1,50,PRED_DISTINCT,4,0.01003,0.3945,50,9.54464,4.772802,3.768358,3.924287,3.924287,3.768358,3.924287,C,0.04138,0.04138,0.04138,0.0,1.53284,0.26655,0.3948,0.7895,1.0,1.0414,2.5328,1.2665,15780,40000,20060,15780,16440,3664320,1506920,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8318.8
finproc|s1|r50|PRED_NESTED|c1,finproc,1,50,PRED_NESTED,1,0.01032,0.0206,50,1.91916,0.991172,0.043616,0.045561,0.045561,0.043616,0.045561,C,0.04459,0.04459,0.04459,0.0,43.00149,21.72507,0.0227,0.044,1.0,1.0446,44.0015,22.7251,206,10000,5160,206,216,751080,16324,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,232.8
finproc|s1|r50|PRED_NESTED|c2,finproc,1,50,PRED_NESTED,2,0.01032,0.0206,50,4.49432,2.318904,0.096828,0.101378,0.101378,0.096828,0.101378,C,0.04699,0.04699,0.04699,0.0,45.41569,22.94879,0.0215,0.0418,1.0,1.047,46.4157,23.9488,412,20000,10320,412,432,1692160,36752,1,"{""EAGER"": 0, ""LATE_PERSIST"": 49, ""PER_QUERY"": 1}",13.4,536.2
finproc|s1|r50|PRED_NESTED|c4,finproc,1,50,PRED_NESTED,4,0.01032,0.0206,50,9.54464,4.922768,0.201191,0.210851,0.210851,0.201191,0.210851,C,0.04801,0.04801,0.04801,0.0,46.44064,23.46811,0.0211,0.0409,1.0,1.048,47.4406,24.4681,824,40000,20640,824,864,3664320,79552,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1117.8
finproc|s1|r50|PRED_OVERLAP|c1,finproc,1,50,PRED_OVERLAP,1,0.01031,0.2196,50,1.91916,0.991783,0.425029,0.437667,0.437667,0.425029,0.437667,C,0.02973,0.02973,0.02973,0.0,3.51536,1.33345,0.2215,0.4286,1.0,1.0297,4.5154,2.3334,2196,10000,5157,2196,2262,751080,170168,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1009.45
finproc|s1|r50|PRED_OVERLAP|c2,finproc,1,50,PRED_OVERLAP,2,0.01031,0.2196,50,4.49432,2.319927,0.990994,1.020626,1.020626,0.990994,1.020626,C,0.0299,0.0299,0.0299,0.0,3.53517,1.34101,0.2205,0.4272,1.0,1.0299,4.5352,2.341,4392,20000,10314,4392,4524,1692160,383314,1,"{""EAGER"": 0, ""LATE_PERSIST"": 49, ""PER_QUERY"": 1}",13.4,2389.5
finproc|s1|r50|PRED_OVERLAP|c4,finproc,1,50,PRED_OVERLAP,4,0.01031,0.2196,50,9.54464,4.924646,2.100963,2.163924,2.163924,2.100963,2.163924,C,0.02997,0.02997,0.02997,0.0,3.54298,1.34399,0.2201,0.4266,1.0,1.03,4.543,2.344,8784,40000,20628,8784,9048,3664320,829964,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,5034.4
finproc|s1|r50|PRED_MUTEX|c1,finproc,1,50,PRED_MUTEX,1,0.01,0.5,50,1.91916,0.9572,0.9612,0.9572,0.9572,0.9572,0.9572,B,0.0,0.0,0.0,0.00418,1.00497,0.0,0.5008,1.0042,1.0,1.0,2.005,1.0,5000,10000,5000,5000,5000,751080,375350,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1573.9
finproc|s1|r50|PRED_MUTEX|c2,finproc,1,50,PRED_MUTEX,2,0.01,0.5,50,4.49432,2.2404,2.2484,2.2404,2.2404,2.2404,2.2404,B,0.0,0.0,0.0,0.00357,1.00603,0.0,0.5003,1.0036,1.0,1.0,2.006,1.0,10000,20000,10000,10000,10000,1692160,845700,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 50}",13.4,3734.4
finproc|s1|r50|PRED_MUTEX|c4,finproc,1,50,PRED_MUTEX,4,0.01,0.5,50,9.54464,4.7568,4.7728,4.7568,4.7568,4.7568,4.7568,B,0.0,0.0,0.0,0.00336,1.00653,0.0,0.5001,1.0034,1.0,1.0,2.0065,1.0,20000,40000,20000,20000,20000,3664320,1831400,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7875.4
finproc|s1|r100|PRED_SHARED|c1,finproc,1,100,PRED_SHARED,1,0.0097,0.0097,100,1.92316,1.86545,0.026652,0.045227,0.045227,0.026652,0.045227,C,0.69692,0.69692,0.69692,0.0,71.15792,68.99261,0.0139,0.0143,1.0,1.6969,72.1579,69.9926,97,10000,9700,97,194,751080,14646,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
finproc|s1|r100|PRED_SHARED|c2,finproc,1,100,PRED_SHARED,2,0.0097,0.0097,100,4.49832,4.3631,0.051706,0.095257,0.095257,0.051706,0.095257,C,0.84228,0.84228,0.84228,0.0,85.99769,83.38253,0.0115,0.0119,1.0,1.8423,86.9977,84.3825,194,20000,19400,194,388,1692160,32978,1,"{""EAGER"": 0, ""LATE_PERSIST"": 99, ""PER_QUERY"": 1}",13.4,13.4
finproc|s1|r100|PRED_SHARED|c4,finproc,1,100,PRED_SHARED,4,0.0097,0.0097,100,9.54864,9.2614,0.100844,0.193378,0.193378,0.100844,0.193378,C,0.91759,0.91759,0.91759,0.0,93.68686,90.83852,0.0106,0.0109,1.0,1.9176,94.6869,91.8385,388,40000,38800,388,776,3664320,71388,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13.4
finproc|s1|r100|PRED_DISTINCT|c1,finproc,1,100,PRED_DISTINCT,1,0.00997,0.6319,100,1.92316,1.909423,1.217835,1.389144,1.389144,1.217835,1.389144,C,0.14067,0.14067,0.14067,0.0,0.57916,0.56788,0.6332,0.6378,1.0,1.1407,1.5792,1.5679,6319,10000,9973,6319,7224,751080,542353,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1595.9
finproc|s1|r100|PRED_DISTINCT|c2,finproc,1,100,PRED_DISTINCT,2,0.00997,0.6319,100,4.49832,4.469063,2.844723,3.132478,3.132478,2.844723,3.132478,C,0.10115,0.10115,0.10115,0.0,0.58129,0.571,0.6324,0.6365,1.0,1.1012,1.5813,1.571,12638,20000,19946,12638,13930,1692160,1178317,31,"{""EAGER"": 0, ""LATE_PERSIST"": 77, ""PER_QUERY"": 23}",13.4,3696.8
finproc|s1|r100|PRED_DISTINCT|c4,finproc,1,100,PRED_DISTINCT,4,0.00997,0.6319,100,9.54864,9.488614,6.035311,6.510915,6.510915,6.035311,6.510915,C,0.0788,0.0788,0.0788,0.0,0.58213,0.57218,0.6321,0.6361,1.0,1.0788,1.5821,1.5722,25276,40000,39892,25276,27284,3664320,2499098,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7718.4
finproc|s1|r100|PRED_NESTED|c1,finproc,1,100,PRED_NESTED,1,0.01031,0.0206,100,1.92316,1.980347,0.047616,0.049561,0.049561,0.047616,0.049561,C,0.04085,0.04085,0.04085,0.0,39.38911,40.59011,0.0248,0.024,1.0,1.0408,40.3891,41.5901,206,10000,10309,206,216,751080,16324,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,199.1
finproc|s1|r100|PRED_NESTED|c2,finproc,1,100,PRED_NESTED,2,0.01031,0.0206,100,4.49832,4.633087,0.100828,0.105378,0.105378,0.100828,0.105378,C,0.04513,0.04513,0.04513,0.0,43.61397,44.95058,0.0224,0.0218,1.0,1.0451,44.614,45.9506,412,20000,20618,412,432,1692160,36752,1,"{""EAGER"": 0, ""LATE_PERSIST"": 99, ""PER_QUERY"": 1}",13.4,456.8
finproc|s1|r100|PRED_NESTED|c4,finproc,1,100,PRED_NESTED,4,0.01031,0.0206,100,9.54864,9.835478,0.205191,0.214851,0.214851,0.205191,0.214851,C,0.04708,0.04708,0.04708,0.0,45.53533,46.93323,0.0215,0.0209,1.0,1.0471,46.5353,47.9332,824,40000,41236,824,864,3664320,79552,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,950.6
finproc|s1|r100|PRED_OVERLAP|c1,finproc,1,100,PRED_OVERLAP,1,0.01039,0.39,100,1.92316,1.997163,0.755766,0.770136,0.770136,0.755766,0.770136,C,0.01901,0.01901,0.01901,0.0,1.54465,1.64257,0.393,0.3784,1.0,1.019,2.5447,2.6426,3900,10000,10386,3900,3975,751080,299029,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,851.15
finproc|s1|r100|PRED_OVERLAP|c2,finproc,1,100,PRED_OVERLAP,2,0.01039,0.39,100,4.49832,4.671802,1.760932,1.794622,1.794622,1.760932,1.794622,C,0.01913,0.01913,0.01913,0.0,1.55451,1.65303,0.3915,0.3769,1.0,1.0191,2.5545,2.653,7800,20000,20772,7800,7950,1692160,673583,1,"{""EAGER"": 0, ""LATE_PERSIST"": 99, ""PER_QUERY"": 1}",13.4,2012.9
finproc|s1|r100|PRED_OVERLAP|c4,finproc,1,100,PRED_OVERLAP,4,0.01039,0.39,100,9.54864,9.91722,3.732264,3.803844,3.803844,3.732264,3.803844,C,0.01918,0.01918,0.01918,0.0,1.5584,1.65716,0.3909,0.3763,1.0,1.0192,2.5584,2.6572,15600,40000,41544,15600,15900,3664320,1458466,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,4239.2
finproc|s1|r100|PRED_MUTEX|c1,finproc,1,100,PRED_MUTEX,1,0.01,1.0,100,1.92316,1.91516,1.92316,1.91516,1.91516,1.91516,1.91516,B,0.0,0.0,0.0,0.00418,0.00418,0.0,1.0,1.0042,1.0,1.0,1.0042,1.0,10000,10000,10000,10000,10000,751080,751080,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1575.7
finproc|s1|r100|PRED_MUTEX|c2,finproc,1,100,PRED_MUTEX,2,0.01,1.0,100,4.49832,4.48232,4.49832,4.48232,4.48232,4.48232,4.48232,B,0.0,0.0,0.0,0.00357,0.00357,0.0,1.0,1.0036,1.0,1.0,1.0036,1.0,20000,20000,20000,20000,20000,1692160,1692160,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 100}",13.4,3738.0
finproc|s1|r100|PRED_MUTEX|c4,finproc,1,100,PRED_MUTEX,4,0.01,1.0,100,9.54864,9.51664,9.54864,9.51664,9.51664,9.51664,9.51664,B,0.0,0.0,0.0,0.00336,0.00336,0.0,1.0,1.0034,1.0,1.0,1.0034,1.0,40000,40000,40000,40000,40000,3664320,3664320,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7882.6
finproc|s5|r1|PRED_SHARED|c1,finproc,5,1,PRED_SHARED,1,0.0533,0.0533,1,1.91524,0.101939,0.102365,0.101939,0.101939,0.101939,0.101939,B,0.0,0.0,0.0,0.00418,17.78819,0.0,0.0534,1.0042,1.0,1.0,18.7882,1.0,533,10000,533,533,533,751080,40136,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8299.05
finproc|s5|r1|PRED_SHARED|c2,finproc,5,1,PRED_SHARED,2,0.0533,0.0533,1,4.4904,0.238975,0.239828,0.238975,0.238975,0.238975,0.238975,B,0.0,0.0,0.0,0.00357,17.79025,0.0,0.0534,1.0036,1.0,1.0,18.7903,1.0,1066,20000,1066,1066,1066,1692160,90399,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,19782.7
finproc|s5|r1|PRED_SHARED|c4,finproc,5,1,PRED_SHARED,4,0.0533,0.0533,1,9.54072,0.507718,0.509424,0.507718,0.507718,0.507718,0.507718,B,0.0,0.0,0.0,0.00336,17.79138,0.0,0.0534,1.0034,1.0,1.0,18.7914,1.0,2132,40000,2132,2132,2132,3664320,195722,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,41790.6
finproc|s5|r1|PRED_DISTINCT|c1,finproc,5,1,PRED_DISTINCT,1,0.0449,0.0449,1,1.91524,0.085551,0.08591,0.085551,0.085551,0.085551,0.085551,B,0.0,0.0,0.0,0.0042,21.38724,0.0,0.0449,1.0042,1.0,1.0,22.3872,1.0,449,10000,449,449,449,751080,33643,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,6968.1
finproc|s5|r1|PRED_DISTINCT|c2,finproc,5,1,PRED_DISTINCT,2,0.0449,0.0449,1,4.4904,0.200655,0.201373,0.200655,0.200655,0.200655,0.200655,B,0.0,0.0,0.0,0.00358,21.37871,0.0,0.0448,1.0036,1.0,1.0,22.3787,1.0,898,20000,898,898,898,1692160,75817,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,16616.8
finproc|s5|r1|PRED_DISTINCT|c4,finproc,5,1,PRED_DISTINCT,4,0.0449,0.0449,1,9.54072,0.426374,0.427811,0.426374,0.426374,0.426374,0.426374,B,0.0,0.0,0.0,0.00337,21.37641,0.0,0.0448,1.0034,1.0,1.0,22.3764,1.0,1796,40000,1796,1796,1796,3664320,164206,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,35106.0
finproc|s5|r1|PRED_NESTED|c1,finproc,5,1,PRED_NESTED,1,0.0533,0.0533,1,1.91524,0.101939,0.102365,0.101939,0.101939,0.101939,0.101939,B,0.0,0.0,0.0,0.00418,17.78819,0.0,0.0534,1.0042,1.0,1.0,18.7882,1.0,533,10000,533,533,533,751080,40136,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8299.05
finproc|s5|r1|PRED_NESTED|c2,finproc,5,1,PRED_NESTED,2,0.0533,0.0533,1,4.4904,0.238975,0.239828,0.238975,0.238975,0.238975,0.238975,B,0.0,0.0,0.0,0.00357,17.79025,0.0,0.0534,1.0036,1.0,1.0,18.7903,1.0,1066,20000,1066,1066,1066,1692160,90399,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,19782.7
finproc|s5|r1|PRED_NESTED|c4,finproc,5,1,PRED_NESTED,4,0.0533,0.0533,1,9.54072,0.507718,0.509424,0.507718,0.507718,0.507718,0.507718,B,0.0,0.0,0.0,0.00336,17.79138,0.0,0.0534,1.0034,1.0,1.0,18.7914,1.0,2132,40000,2132,2132,2132,3664320,195722,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,41790.6
finproc|s5|r1|PRED_OVERLAP|c1,finproc,5,1,PRED_OVERLAP,1,0.0474,0.0474,1,1.91524,0.090705,0.091084,0.090705,0.090705,0.090705,0.090705,B,0.0,0.0,0.0,0.00418,20.11504,0.0,0.0476,1.0042,1.0,1.0,21.115,1.0,474,10000,474,474,474,751080,35714,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7385.0
finproc|s5|r1|PRED_OVERLAP|c2,finproc,5,1,PRED_OVERLAP,2,0.0474,0.0474,1,4.4904,0.212614,0.213372,0.212614,0.212614,0.212614,0.212614,B,0.0,0.0,0.0,0.00357,20.11996,0.0,0.0475,1.0036,1.0,1.0,21.12,1.0,948,20000,948,948,948,1692160,80434,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,17600.6
finproc|s5|r1|PRED_OVERLAP|c4,finproc,5,1,PRED_OVERLAP,4,0.0474,0.0474,1,9.54072,0.451692,0.453209,0.451692,0.451692,0.451692,0.451692,B,0.0,0.0,0.0,0.00336,20.12218,0.0,0.0475,1.0034,1.0,1.0,21.1222,1.0,1896,40000,1896,1896,1896,3664320,174140,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,37178.6
finproc|s5|r1|PRED_MUTEX|c1,finproc,5,1,PRED_MUTEX,1,0.05,0.05,1,1.91524,0.095336,0.095736,0.095336,0.095336,0.095336,0.095336,B,0.0,0.0,0.0,0.0042,19.08937,0.0,0.05,1.0042,1.0,1.0,20.0894,1.0,500,10000,500,500,500,751080,37503,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7763.85
finproc|s5|r1|PRED_MUTEX|c2,finproc,5,1,PRED_MUTEX,2,0.05,0.05,1,4.4904,0.223592,0.224392,0.223592,0.223592,0.223592,0.223592,B,0.0,0.0,0.0,0.00358,19.08301,0.0,0.05,1.0036,1.0,1.0,20.083,1.0,1000,20000,1000,1000,1000,1692160,84506,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,18514.3
finproc|s5|r1|PRED_MUTEX|c4,finproc,5,1,PRED_MUTEX,4,0.05,0.05,1,9.54072,0.475104,0.476704,0.475104,0.475104,0.475104,0.475104,B,0.0,0.0,0.0,0.00337,19.08133,0.0,0.05,1.0034,1.0,1.0,20.0813,1.0,2000,40000,2000,2000,2000,3664320,183012,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,39115.2
finproc|s5|r10|PRED_SHARED|c1,finproc,5,10,PRED_SHARED,1,0.0533,0.0533,10,1.91596,1.019385,0.103085,0.204943,0.204943,0.103085,0.204943,C,0.9881,0.9881,0.9881,0.0,17.58623,8.88879,0.0538,0.1011,1.0,1.9881,18.5862,9.8888,533,10000,5330,533,1066,751080,80272,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8299.05
finproc|s5|r10|PRED_SHARED|c2,finproc,5,10,PRED_SHARED,2,0.0533,0.0533,10,4.49112,2.38975,0.240548,0.479443,0.479443,0.240548,0.479443,C,0.99313,0.99313,0.99313,0.0,17.67038,8.93462,0.0536,0.1007,1.0,1.9931,18.6704,9.9346,1066,20000,10660,1066,2132,1692160,180798,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,19782.7
finproc|s5|r10|PRED_SHARED|c4,finproc,5,10,PRED_SHARED,4,0.0533,0.0533,10,9.54144,5.07718,0.510144,1.017782,1.017782,0.510144,1.017782,C,0.99509,0.99509,0.99509,0.0,17.70344,8.95245,0.0535,0.1005,1.0,1.9951,18.7034,9.9525,2132,40000,21320,2132,4264,3664320,391444,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,41790.6
finproc|s5|r10|PRED_DISTINCT|c1,finproc,5,10,PRED_DISTINCT,1,0.04879,0.3915,10,1.91596,0.931916,0.750827,0.781654,0.781654,0.750827,0.781654,C,0.04106,0.04106,0.04106,0.0,1.5518,0.24118,0.3919,0.8057,1.0,1.0411,2.5518,1.2412,3915,10000,4879,3915,4078,751080,306396,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7606.65
finproc|s5|r10|PRED_DISTINCT|c2,finproc,5,10,PRED_DISTINCT,2,0.04879,0.3915,10,4.49112,2.185045,1.759245,1.831656,1.831656,1.759245,1.831656,C,0.04116,0.04116,0.04116,0.0,1.55287,0.24204,0.3917,0.8051,1.0,1.0412,2.5529,1.242,7830,20000,9758,7830,8156,1692160,690274,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,18127.9
finproc|s5|r10|PRED_DISTINCT|c4,finproc,5,10,PRED_DISTINCT,4,0.04879,0.3915,10,9.54144,4.642514,3.73693,3.890881,3.890881,3.73693,3.890881,C,0.0412,0.0412,0.0412,0.0,1.55328,0.24233,0.3917,0.8049,1.0,1.0412,2.5533,1.2423,15660,40000,19516,15660,16312,3664320,1494732,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,38292.0
finproc|s5|r10|PRED_NESTED|c1,finproc,5,10,PRED_NESTED,1,0.05157,0.0924,10,1.91596,0.985389,0.177675,0.194152,0.194152,0.177675,0.194152,C,0.09274,0.09274,0.09274,0.0,9.7835,4.54601,0.0927,0.1803,1.0,1.0927,10.7835,5.546,924,10000,5157,924,1010,751080,75854,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,2997.35
finproc|s5|r10|PRED_NESTED|c2,finproc,5,10,PRED_NESTED,2,0.05157,0.0924,10,4.49112,2.310339,0.415534,0.454164,0.454164,0.415534,0.454164,C,0.09296,0.09296,0.09296,0.0,9.80806,4.55992,0.0925,0.1799,1.0,1.093,10.8081,5.5599,1848,20000,10314,1848,2020,1692160,170898,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7133.3
finproc|s5|r10|PRED_NESTED|c4,finproc,5,10,PRED_NESTED,4,0.05157,0.0924,10,9.54144,4.90867,0.882013,0.964089,0.964089,0.882013,0.964089,C,0.09306,0.09306,0.09306,0.0,9.8178,4.5653,0.0924,0.1797,1.0,1.0931,10.8178,5.5653,3696,40000,20628,3696,4040,3664320,370076,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,15059.6
finproc|s5|r10|PRED_OVERLAP|c1,finproc,5,10,PRED_OVERLAP,1,0.04892,0.239,10,1.91596,0.93548,0.458713,0.51597,0.51597,0.458713,0.51597,C,0.12482,0.12482,0.12482,0.0,3.17682,1.03936,0.2394,0.4904,1.0,1.1248,4.1768,2.0394,2390,10000,4892,2390,2690,751080,202226,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7601.4
finproc|s5|r10|PRED_OVERLAP|c2,finproc,5,10,PRED_OVERLAP,2,0.04892,0.239,10,4.49112,2.193032,1.074366,1.20868,1.20868,1.074366,1.20868,C,0.12502,0.12502,0.12502,0.0,3.18025,1.04123,0.2392,0.4899,1.0,1.125,4.1803,2.0412,4780,20000,9784,4780,5380,1692160,455562,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,18117.4
finproc|s5|r10|PRED_OVERLAP|c4,finproc,5,10,PRED_OVERLAP,4,0.04892,0.239,10,9.54144,4.659216,2.281772,2.567199,2.567199,2.281772,2.567199,C,0.12509,0.12509,0.12509,0.0,3.18159,1.04193,0.2391,0.4897,1.0,1.1251,4.1816,2.0419,9560,40000,19568,9560,10760,3664320,986444,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,38271.0
finproc|s5|r10|PRED_MUTEX|c1,finproc,5,10,PRED_MUTEX,1,0.05,0.5,10,1.91596,0.954076,0.958076,0.954076,0.954076,0.954076,0.954076,B,0.0,0.0,0.0,0.00419,1.00818,0.0,0.5001,1.0042,1.0,1.0,2.0082,1.0,5000,10000,5000,5000,5000,751080,375388,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7793.1
finproc|s5|r10|PRED_MUTEX|c2,finproc,5,10,PRED_MUTEX,2,0.05,0.5,10,4.49112,2.237352,2.245352,2.237352,2.237352,2.237352,2.237352,B,0.0,0.0,0.0,0.00358,1.00734,0.0,0.5,1.0036,1.0,1.0,2.0073,1.0,10000,20000,10000,10000,10000,1692160,845776,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,18572.8
finproc|s5|r10|PRED_MUTEX|c4,finproc,5,10,PRED_MUTEX,4,0.05,0.5,10,9.54144,4.753904,4.769904,4.753904,4.753904,4.753904,4.753904,B,0.0,0.0,0.0,0.00337,1.00707,0.0,0.4999,1.0034,1.0,1.0,2.0071,1.0,20000,40000,20000,20000,20000,3664320,1831552,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,39232.2
finproc|s5|r50|PRED_SHARED|c1,finproc,5,50,PRED_SHARED,1,0.0533,0.0533,50,1.91916,5.096925,0.106285,0.208143,2.021018,0.106285,1.91916,C,18.0151,0.95835,17.05675,0.0,17.05675,46.95531,0.0554,0.0209,9.7097,19.0151,18.0568,47.9553,533,10000,26650,533,10533,751080,791216,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8299.05
finproc|s5|r50|PRED_SHARED|c2,finproc,5,50,PRED_SHARED,2,0.0533,0.0533,50,4.49432,11.94875,0.243748,0.482643,4.733215,0.243748,4.49432,C,18.41849,0.98009,17.4384,0.0,17.4384,48.02096,0.0542,0.0204,9.8069,19.4185,18.4384,49.021,1066,20000,53300,1066,21066,1692160,1782559,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,19782.7
